ID,Title,Alt Title,Special Mode Title,Locations,Comments
446,Old Wounds,0,0,The Lochs (night),0
447,Looping in the Deepest Fringes,0,0,The Lochs combat,"All ""Looping in the Deepest Fringes"" are the same track"
448,Liquid Flame,0,0,The Ruby Sea (day),0
449,Westward Tide,0,0,The Ruby Sea (night),0
450,Looping in the Deepest Fringes,0,0,Othard combat,"All ""Looping in the Deepest Fringes"" are the same track"
451,A Father's Pride,0,0,Yanxia (day),0
452,A Mother's Pride,0,0,Yanxia (night),0
453,Looping in the Deepest Fringes,0,0,Yanxia combat,"All ""Looping in the Deepest Fringes"" are the same track"
454,Drowning in the Horizon,0,0,The Azim Steppe (day),0
455,He Rises Above,0,0,The Azim Steppe (night),0
456,Looping in the Deepest Fringes,0,0,The Azim Steppe combat,"All ""Looping in the Deepest Fringes"" are the same track"
457,Revolutions,0,0,Stormblood cutscenes,No vocals intro excerpt
458,Revolutions,0,0,Stormblood cutscenes,No vocals directly post-intro excerpt
459,Heroes of Stormblood,0,0,Stormblood cutscenes,0
460,The Measure of Our Reach,0,0,Stormblood cutscenes,0
461,The Measure of His Reach,0,0,Stormblood cutscenes,No vocals
462,test,0,0,0,Likely test or filler audio
463,Revolutions,0,0,Stormblood cutscenes,No vocals late-song excerpt
464,Cyan's Theme,0,0,"Stormblood cutscenes, The Doman Enclave",Arrangement of Cyan's Theme from Final Fantasy VI
465,Far East of Eorzea,0,0,Stormblood cutscenes,0
466,Revelation,0,0,The Pool of Tribute (Susano) phase 1,0
467,Beauty's Wicked Wiles,0,0,Emanation (Lakshmi),0
468,The Worm's Head,Scale and Steel,0,The Royal Menagerie (Shinryu) phase 1,0
469,The Worm's Tail,0,0,The Royal Menagerie (Shinryu) phase 2,0
470,Triumph,0,0,Stormblood boss theme,0
471,Dawnbound,0,0,The Sirensong Sea,0
472,The Open Box,0,0,The Shisui of the Violet Tides,0
473,Most Unworthy,0,0,Bardam's Mettle,0
474,Gates of the Moon,0,0,Doma Castle,0
475,Alienus,0,0,Castrum Abania,0
476,Liberty or Death,0,0,Ala Mhigo,0
477,Their Deadly Mission,0,0,The Temple of the Fist,0
478,Deception,0,0,Kugane Castle,0
479,Deltascape,0,0,The Interdimensional Rift,0
480,Omega^2,0,0,Deltascape boss theme,0
481,Decisions,0,0,Deltascape v4.0 (Exdeath),Remix of The Decisive Battle from FFV
482,"Final, Not Final",0,0,Deltascape v4.0 (Savage) (Neo-Exdeath),Remix of The Last Battle from FFV
483,Wing and a Prayer,0,0,Falcon porters,0
484,Wing and a Prayer,0,0,"Stormblood cutscenes, Doman Enclave quests",0
485,Revolutions,0,0,Stormblood cutscenes,Instrumental mid-song excerpt
486,Prelude - Long March Home,0,0,Stormblood title screen,Quick start ver - starts 19 secs in
487,Prelude - Long March Home / Measure of His Reach,0,0,Stormblood cutscenes,"Slightly different 428 with more Prelude strings, transitions to ""The Measure of His Reach"""
488,Shell-Shocked,0,0,The Ruby Sea (Hostile Kojin area),0
489,Parting Ways,0,0,Stormblood cutscenes,0
490,Meteor,0,0,Stormblood cutscenes (Zenos),0
491,Riot,0,0,The Pool of Tribute (Susano) phase 2,0
492,At Both Ends,0,0,The Pool of Tribute (Susano) phase 3,0
493,Riot,0,0,The Pool of Tribue (Extreme) (Susano) mount / Reveling Kamuy,0
494,Beauty's Wicked Wiles,0,0,Emanation (Extreme) (Lakshmi) mount / Blissful Kamuy,0
495,Procedamus in Peace,0,0,Rhalgr's Reach,Plays while Rhalgr's is destroyed
496,Wizardly,0,0,Cheap Dungeon,Order Yet Undeciphered (294) Chiptune
497,Victory,0,0,Choco Racing Victory,0
498,Indomitable,0,0,Ruby Sea (Friendly Kojin area),0
499,Beyond Redemption,0,0,Unending Coil of Bahamut (Ultimate) phase 4,Golden Bahamut theme
500,Rival Wings,0,Birds of Prey,Rival Wings,0
501,Locus,0,0,Rival Wings,Piloting Manipulator
502,Exponential Entropy,0,0,Rival Wings,Piloting Cruise Chaser
503,Metal - Brute Justice Mode,0,0,Rival Wings,Piloting Brute Justice
504,Far From Home,0,0,The Drowned City Of Skalla,0
505,The Worm's Tail,0,0,The Minstrel's Ballad: Shinryu's Domain mount / Legendary Kamuy,0
506,Trisection,0,0,Royal City of Rabanastre,0
507,Precipitous Combat,0,0,Royal City of Rabanastre bosses,0
508,Ultima's Transformation,0,0,Royal City of Rabanastre final boss (Argath Thadulfus),0
509,Victory,0,0,Royal City of Rabanastre post-final boss,0
510,Save / Load Screen,0,0,Return to Ivalice cutscenes,0
511,Character Creation,0,0,Return to Ivalice cutscenes,0
512,Protagonist's Theme,0,0,Return to Ivalice cutscenes,0
513,Decisive Battle,0,0,Royal City of Rabanastre,From FF Tactics
514,Background Story,0,0,Return to Ivalice cutscenes,0
515,The Enemy Approaches,0,0,Return to Ivalice cutscenes,0
516,Starlit Gateway,0,0,Seasonal event BGM areas,Starlight 2017
517,Forever in Flames,0,0,0,The Coil Tightens (239) shortened
518,Keepers of the Lock,0,0,The Fringes (Friendly Ananta area),0
519,Iroha,0,0,Reisen Temple,0
520,Siren Song,0,0,Seasonal event BGM areas,Little Ladies' Day
521,Answer on High,0,0,The Jade Stoa (Byakko) / Hell's Kier (Suzaku) / The Wreath of Snakes (Seiryu) phase 1,0
522,Todoroki,0,0,The Jade Stoa (Byakko) phase 2,0
523,Amatsu Kaze,0,0,The Jade Stoa (Byakko) phase 3,0
524,Wicked Winds Whisper,0,Magicked Skulls,"Eureka Anemos, Eureka Pagos, Eureka Pyros",0
525,No Quarter,0,0,Eureka Notorious Monster theme,0
526,Down Where Daemons Dwell,0,0,Hells' Lid,0
527,Unbreakable - Duality,0,0,The Fractal Continuum (Hard),0
528,The Phantom Train to Sigmascape,0,0,Sigmascape v1.0 (Phantom Train) opening cutscene,0
529,The Decisive Battle,0,0,"Sigmascape v1.0 (Phantom Train), Sigmascape v2.0 (Demon Chadarnook), Sigmascape v3.0 (Guardian)",0
530,Dancing Mad - Movement I,0,0,Sigmascape v4.0 (Kefka) phase 1,0
531,Dancing Mad - Movement II,0,0,Sigmascape v4.0 (Kefka) phase 2,0
532,Dancing Mad - Movement III,0,0,Sigmascape v4.0 (Kefka) phase 3,0
533,Dancing Mad - Movement IV,0,0,Sigmascape v4.0 (Savage) (God Kefka),0
534,"Final, Not Final",0,0,Deltascape v4.0 (Savage) (Neo-Exdeath) mount / Alte Roite,0
535,Dancing Mad IV Hushed,0,0,Sigmascape v4.0 (Savage) (God Kefka) mount / Air Force,0
536,Amatsu Kaze,0,0,The Jade Stoa (Extreme) (Byakko) mount / Auspicious Kamuy,0
537,Calling,0,0,Eureka,Same file as 56
538,Pa-Paya Demastered,0,0,Egg Hunter Riggy minigame,Easter 2018
539,Freedom,0,0,Seasonal event BGM areas,Needs name. Allegedly Valentione's related
540,Seven Hundred Seventy-Seven Whiskers,0,0,The Azim Steppe (Namazu),0
541,Nightbloom,0,0,"Castrum Fluminis (Tsukuyomi) phase 1, The Minstrel's Ballad: Tsukuyomi's Pain (Tsukuyomi) phase 1",0
542,Lunacy,0,0,"Castrum Fluminis (Tsukuyomi) phase 2, The Minstrel's Ballad: Tsukuyomi's Pain (Tsukuyomi) phase 2",0
543,Wayward Daughter,0,0,"Castrum Fluminis (Tsukuyomi) phase 3, The Minstrel's Ballad: Tsukuyomi's Pain (Tsukuyomi) phase 3",0
544,Fallen Angel (From Astral to Umbral),0,0,The Weapon's Refrain (Ultimate) phase 1 (Garuda),0
545,Primal Judgment (From Astral to Umbral),0,0,The Weapon's Refrain (Ultimate) phase 2 (Ifrit),0
546,Under the Weight (From Astral to Umbral),0,0,"The Weapon's Refrain (Ultimate) phase 3 (Titan), Eden's Gate: Sepulture (Savage) phase 3 (Titan)",0
547,Ultima (Orchestral Version),0,0,The Weapon's Refrain (Ultimate) phase 5,0
548,Savage of the Ancient Forest,0,0,The Great Hunt (Rathalos) Phase 1,0
549,Proof of a Hero - Monster Hunter: World version,0,0,The Great Hunt (Rathalos) Phase 2,0
550,Quest Complete! - Proof of a Hero version,0,0,The Great Hunt (Rathalos) post-fight,0
551,Earth Wind and Water,0,0,The Swallow's Compass,0
552,Wayward Daughter,0,0,The Minstrel's Ballad: Tsukuyomi's Pain mount / Lunar Kamuy mount,0
553,World Map,0,0,Needs location,Directly from FFT
554,A Chapel,0,0,Needs location,Directly from FFT
555,Ascent,0,0,The Ridorana Lighthouse pre 2nd-boss (Belias),Directly from FFXII
556,The Mystery of Giruvegan,0,0,The Ridorana Lighthouse post 2nd-boss (Belias),Directly from FFXII
557,Boss Theme,0,0,"The Ridorana Lighthouse boss 1 (Famfrit), The Ridorana Lighthouse boss 2 (Belias)",Directly from FFXII
558,Apoplexy,0,0,The Ridorana Lighthouse boss 3 (Construct 7),Directly from FFT
559,Flash of Steel,0,0,Ridorana Lighthouse final boss (Yiazmat),Directly from FFXII
560,Victory,0,0,Ridorana Lighthouse final boss (Yiazmat) post-battle,Directly from FFXII
561,Cornerstone of the New World - Astera,0,0,Monster Hunter: World crossover cutscenes,"Day theme, 1st half of MHW OST track"
562,Cornerstone of the New World - Astera,0,0,Monster Hunter: World crossover cutscenes,"Night theme, 2nd half of MHW OST track"
563,Crown of the Ancient Tree,0,0,Monster Hunter: World crossover Rathalos intro cutscene,0
564,Proof of a Hero - Monster Hunter: World version,0,0,The Great Hunt (Extreme) (Rathalos) Mount,0
565,Deception,0,0,HoH mount / Juedi,0
566,Crimson Sunrise,0,0,Shirogane (day),0
567,Crimson Sunset,0,0,Shirogane (night),0
568,Looping in the Deepest Fringes,0,0,Shirogane combat,"All ""Looping in the Deepest Fringes"" are the same track"
569,???,0,0,The Weapon's Refrain (Ultimate) phase 4,0
570,"Wasshoi, Wasshoi!",0,0,Mikoshi mount,0
571,Second Council Meeting - Tension,0,0,Monster Hunter: World crossover cutscenes,0
572,Quest Failed,0,0,The Great Hunt (Rathalos) duty failed,0
573,Everywhere and Nowhere,0,0,Stormblood cutscenes (Alphascape),0
574,A Dream in Flight,0,0,Stormblood cutscenes (Alphascape),0
575,A Dream in Flight (2nd movement),0,0,Stormblood cutscenes (Alphascape),0
576,Ending,0,0,Stormblood cutscenes (Alphascape),0
577,Unspoken,0,0,Cutscenes,1.0 Coerthas
578,Inner Recess,0,0,Stormblood cutscenes (Omega),1.0 track
579,Neverborn,0,0,Cutscenes,0
580,"Starlight, Starbright",0,"Starlight, Not Right",Theatrhythm minigame,0
581,Sunset,0,0,Hells' Kier (Suzaku) phase 2,DDR
582,Sunrise,0,0,Hells' Kier (Suzaku) phase 3,0
583,A Land Long Dead,0,0,The Burn,0
584,From Mud,0,0,Saint Mocianne's Arboretum (Hard),0
585,Battle,0,0,Alphascape v1.0 (Chaos),FF1 battle theme remix
586,eScape,0,0,Alphascape v3.0 (Omega),0
587,Heartless,0,0,Alphascape v4.0 (Omega M/F),0
588,Sunrise,0,0,Suzaku mount,0
589,From the Heavens,0,0,Alphascape v4.0 (Savage) (Final Omega) mount / Omega,0
590,Bedlam's Brink,0,0,Solus zos Galvus theme,0
591,From the Heavens,0,0,Alphascape v4.0 (Savage) (Final Omega) phase 2,0
592,The Chase/Crazy Motorcycle,0,0,SDS Fenrir mount,Directly from FF7
593,Dangertek,0,0,"The Shifting of Altars of Uznair, Feast (Culling time)",0
594,0,0,0,0,0
595,0,0,0,0,0
596,0,0,0,0,0
597,0,0,0,0,0
598,0,0,0,0,0
599,0,0,0,0,0
600,0,0,0,0,0
601,0,0,0,0,0
602,0,0,0,0,0
603,0,0,0,0,0
604,Broken Down,0,0,Final Fantasy XV crossover cutscenes & events,0
605,Hammerhead,0,0,Final Fantasy XV crossover cutscenes & events,"Guitar comes in at the end, not the beginning like in FFXV OST"
606,Valse di Fantastica,0,0,Final Fantasy XV crossover cutscenes & events,0
607,Relax and Reflect,0,0,Final Fantasy XV crossover cutscenes & events,0
608,Daemons,0,0,Final Fantasy XV crossover cutscenes & events,0
609,Prayer de LUNA,0,0,Final Fantasy XV crossover cutscenes & events,Slightly different from the OST
610,Safe Haven,0,0,Final Fantasy XV crossover cutscenes & events,0
611,Veiled in Black,0,0,Final Fantasy XV crossover cutscenes & events,0
612,Horrors of the Night,0,0,Final Fantasy XV crossover cutscenes & events,0
613,Apocalypsis Noctis,0,0,Final Fantasy XV crossover cutscenes & events,0
614,A Quick Pit Stop,0,0,FFXV crossover mount / Regalia Type-G,0
615,Saint Ajora's Theme,0,0,The Orbonne Monastery cutscene before final boss (Ultima),Directly from FFT
616,Poachers' Den,0,0,Return to Ivalice quest cutscenes,Directly from FFT
617,Epilogue,0,0,Return to Ivalice quest cutscenes,Directly from FFT
618,Staff Credits,0,0,Return to Ivalice quest cutscenes,Directly from FFT
619,Brave Story,0,0,Return to Ivalice quest cutscenes,Directly from FFT
620,Alma's Theme,0,0,Return to Ivalice quest cutscenes,Directly from FFT
621,Intrigue,0,0,Return to Ivalice quest cutscenes,Directly from FFT
622,Under the Stars,0,0,The Orbonne Monastery pre 2nd-boss (Agrias),Directly from FFT
623,Bloody Excrement,0,0,The Orbonne Monastery post 2nd-boss (Agrias),Directly from FFT
624,Pressure (No. 1),0,0,The Orbonne Monastery boss 1 (Mustadio),Directly from FFT
625,Antipyretic,0,0,The Orbonne Monastery boss 2 (Agrias),Directly from FFT
626,A Man Consumed,0,0,The Orbonne Monastery boss 3 (The Thunder God),"""Grotesque Creature"" from Final Fantasy Vagrant Story"
627,Descent,0,0,The Orbonne Monastery final boss (Ultima) phase 2,Directly from FFT
628,Ultima's Perfection,0,0,The Orbonne Monastery final boss (Ultima) phase 3,Directly from FFT
629,Final Struggle / Hall of Worship,0,0,The Orbonne Monastery final boss (Ultima) victory theme,"Opens with Final Struggle, transitions to Hall of Worship"
630,Nail of the Heavens,0,0,The Masked Carnivale,1.0 track
631,Imperium,0,0,The Masked Carnivale,0
632,The Garden of Ru'Hmet,0,0,Baldesion Arsenal,Directly from FFXI
633,Onslaught,0,0,Baldesion Arsenal boss theme,Directly from FFXI
634,Turmoil,0,0,Baldesion Arsenal final boss (Proto Ozma) theme,Directly from FFXI
635,From the Dragon's Wake,0,0,Seiryu mount,0
636,Prelude - Long March Home,0,0,Kyubi mount,"No title logo slice, no flag cheering"
637,Horizons Calling,0,0,Nezha Chariot / Red Hare / Magicked Carpet / Sunspun Cumulus mounts,0
638,The Merry Wanderer Waltz,0,0,Mystic Panda / Aquamarine+Citrine+Rubellite Carbuncle / Indigo Whale / Fatter Cat / Spriggan Stonecarrier / Kingly Peacock mounts,0
639,A Pall Most Murderous,0,0,The Ghimlyt Dark,0
640,From the Dragon's Wake,0,0,The Wreath of Snakes (Seiryu) phase 2,0
641,Doman Distractions,0,0,Doman Mahjong,0
642,Air Force One Victory,0,0,Air Force One,0
643,Air Force One Fail,0,0,Air Force One,0
644,Battle Theme 1.x,0,0,Air Force One,0
645,Revolutions / The Measure of Our Reach,0,0,Stormblood end credits 2,0
646,Tomorrow and Tomorrow,0,0,Shadowbringers title cutscene,0
647,Tomorrow and Tomorrow - Reprise,0,0,Shadowbringers cutscenes,0
648,A Better Tomorrow,0,0,Shadowbringers cutscenes,0
649,Tears in the Rain,0,0,Shadowbringers cutscenes,0
650,Dangerous Words,0,0,Shadowbringers cutscenes / Overworld theme,Can be overworld theme based on quest progression
651,High Treason,0,0,Shadowbringers cutscenes / Overworld theme / Quest battles,Can be overworld theme based on quest progression
652,More than Truth,0,0,Shadowbringers cutscenes,0
653,Paradisaical Predicaments,0,0,Shadowbringers cutscenes,0
654,Tomorrow and Tomorrow,0,0,Shadowbringers cutscenes,Reverb piano version
655,Tomorrow and Tomorrow,0,0,Shadowbringers cutscenes,Reverb vocals + piano version
656,Vamo' alla Flamenco,0,0,Shadowbringers cutscenes (Dancer cutscenes),0
657,???,0,0,"Level 80 Bard quest, ""A Harmony from the Heavens""",Needs name
658,The Lute,0,0,0,0
659,The Dark Which Illuminates the World,0,0,Crystarium (day),0
660,Knowledge Never Sleeps,0,0,Crystarium (night),0
661,Indulgence,0,0,Eulmore (day),0
662,Masquerade,0,0,Eulmore (night),0
663,The Source,0,0,Lakeland (day),0
664,"Unchanging, Everchanging",0,0,Lakeland (night),0
665,A World Divided,0,0,Kholusia (day),0
666,The Quick Way,0,0,Kholusia (night),0
667,Sands of Amber,0,0,Amh Araeng (day),0
668,Sands of Blood,0,0,Amh Araeng (night),0
669,Fierce and Free,0,0,Il Mheg (day),0
670,The Faerie Ring,0,0,Il Mheg (night),0
671,Civilizations,0,0,Rak'tika Greatwood (day),0
672,A Hopeless Race,0,0,Rak'tika Greatwood (night),0
673,Full Fathom Five,0,0,The Tempest,0
674,Neath Dark Waters,0,0,The Tempest (Amaurot),0
675,A Reason to Live,0,0,Shadowbringers sanctuaries,0
676,No Greater Sorrow,0,0,Shadowbringers sanctuaries,0
677,Rencounter,0,0,Lakeland combat,"All ""Rencounter"" are the same track"
678,Rencounter,0,0,Kholusia combat,"All ""Rencounter"" are the same track"
679,Rencounter,0,0,Amh Araeng combat,"All ""Rencounter"" are the same track"
680,Rencounter,0,0,Il Mheg combat,"All ""Rencounter"" are the same track"
681,Rencounter,0,0,Rak'tika Greatwood combat,"All ""Rencounter"" are the same track"
682,0,0,0,The Tempest combat,"Empty track, but it seems XIV needs to have zone combat themes for everything"
683,What Angel Wakes Me,0,0,The Dancing Plague (Titania),0
684,Insanity,0,0,The Crown of the Immaculate (Innocence),0
685,Who Brings Shadow,0,0,The Dying Gasp (Hades) phase 1,0
686,Invincible,0,0,The Dying Gasp (Hades) phase 2,0
687,To Fire And Sword,0,0,The Holminister Switch,0
688,Figments,0,0,Dohn Mheg,0
689,Unwound,0,0,Qitana Ravel,0
690,Deep Down,0,0,Malikah's Well,0
691,In The Belly Of The Beast,0,0,Mt. Gulg,0
692,Mortal Instants,0,0,Amaurot,0
693,Shadows Withal,0,0,Akadaemia Anyder,0
694,A Long Fall,0,0,The Twinning,0
695,Insatiable,0,0,Shadowbringers boss theme,0
696,Blue Fields,0,0,The Empty (unfinished),0
697,Force Your Way,0,0,"Eden's Gate: Resurrection (Eden Prime), Descent (Voidwalker), Eden's Verse: Iconoclasm (Idol of Darkness)",0
698,Landslide,0,0,Eden's Gate: Sepulture (Titan),0
699,On Our Fates Alight,0,0,Amaro porter,0
700,What Angel Wakes Me,0,0,The Dancing Plague (Extreme) (Titania) mount / Fae Gwiber,(Mount)
701,Insanity,0,0,The Crown of the Immaculate (Extreme) (Innocence) mount / Innocent Gwiber,(Mount)
702,Landslide,0,0,Eden's Gate: Sepulture (Savage) (Titan) mount / Skyslipper,(Mount)
703,Four-sided Circle,0,0,Sabotender Emperador mount,0
704,Four-fold Knowing,0,0,Shadowbringers title screen,0
705,Who Brings Shadow / Tomorrow and Tomorrow / Masquerade / High Treason / Knowledge Never Sleeps / The Dark Which Illuminates the World,0,0,Shadowbringers credits,Transitions directly into each song
706,Locus (The Primals),0,0,"The Twinning, The Epic of Alexander (Ultimate) phase 1",0
707,Tomorrow and Tomorrow,0,0,Shadowbringers cutscenes,Part 1 of full track
708,Tomorrow and Tomorrow,0,0,Shadowbringers cutscenes,Part 2 of full track
709,Tomorrow and Tomorrow,0,0,Shadowbringers cutscenes,No vocals
710,Shattered,0,0,0,"2nd channel of 218, Syrcus Tower combat music"
711,Pain in Pleasure,0,0,Eulmore,A 2nd Eulmore day theme
712,Such as it Is,0,0,Shadowbringers sanctuaries,0
713,Null BGM,0,0,0,Empty sound
714,The Darks' Kiss,0,0,0,"2nd channel of 17, ARR Hard dungeon combat music"
715,On Our Fates Alight,0,0,Amaro mount,0
716,Unmatching Pieces,0,0,Kholusia,Alt theme (Everlasting light?)
717,Blinding Indigo,0,0,Eden's Gate: Inundation (Leviathan),0
718,"Starlight, de Chocobo",0,"Starlight, de Chocobo (?)",Theatrhythm minigame,Transitions to an unnamed off-key version when failing the minigame
719,The Garden's Gates,0,0,Lyhe Mheg,0
720,The Mendicant's Relish,0,0,The Firmament,0
721,Siren Song,0,0,Eulmore (The Beehive),0
722,A Fine Air Forbiddeth,0,A Fierce Air Forceth,Onsal Hakair,0
723,Metal - Brute Justice Mode (The Primals),0,0,The Epic of Alexander (Ultimate) phase 2,0
724,Stasis Loop,0,0,The Epic of Alexander (Ultimate) phase 2 to 3,A12 timestop
725,Rise (The Primals),0,Stasis Loop,The Epic of Alexander (Ultimate) phase 3,0
726,Moebius (Orchestral Version),0,0,The Epic of Alexander (Ultimate) phase 4,0
727,The Grand Cosmos,0,0,The Grand Cosmos,0
728,Invincible,0,0,The Minstrel's Ballad: Hades' Elegy mount / Shadow Gwiber,0
729,A Fierce Air Forceth,0,0,Construct VII mount,0
730,Starved,0,0,"Epimetheus, Menoetius mounts",0
731,Imperium,0,0,Morbol mount,0
732,Significance (Nothing),0,0,The Copied Factory solo exploration,FFXIV x NieR crossover
733,City Ruins - Rays of Light,0,0,The Copied Factory,FFXIV x NieR crossover
734,Vague Hope,0,0,The Copied Factory - (Quest Area),FFXIV x NieR crossover
735,0,0,0,0,0
736,Voice of no Return (Guitar),0,0,Need location,FFXIV x NieR crossover
737,Alien Manifestation,0,0,The Copied Factory,FFXIV x NieR crossover
738,Song of the Ancients - Atonement,0,0,"The Copied Factory boss 1 (Serial-jointed Command Model), The Copied Factory boss 2 (Hobbes), The Tower at Paradigm's Breach boss 2 (Hansel & Gretel)",FFXIV x NieR crossover
739,Bipolar Nightmare,0,0,"The Copied Factory boss 3 (Engels), The Puppet's Bunker boss 2 (767P-operated Superior Flight Unit(s))",FFXIV x NieR crossover
740,Weight of the World - Prelude Version,0,0,The Copied Factory boss 4 (9S-operated Walking Fortress),FFXIV x NieR crossover
741,Crumbling Lies (Front),0,0,Shadowbringers cutscenes (FFXIV x NieR crossover),FFXIV x NieR crossover
742,Ami,0,0,Eden cutscenes / The Empty (finished),FFVIII
743,Hopl's Dropple,0,0,Rak'tika Greatwood (Friendly Qitari area),0
744,Gangos,0,0,Gangos,0
745,Pa-Paya Demastered,0,0,Egg Hunter Riggy minigame,Easter 2020
746,Ultima (The Primals),0,0,Cinder Drift (The Ruby Weapon) phase 1,0
747,Hearthward,0,0,The Firmament,0
748,Insatiable (The Primals),0,0,Shadowbringers mid-dungeon bosses,0
749,Floundering in the Depths,0,0,Anamnesis Anyder,0
750,Twice Stricken,0,0,Eden's Verse: Fulmination (Ramuh),0
751,Primal Angel,0,0,"Eden's Verse: Furor (Garuda & Ifrit, Raktapaksa)",0
752,Return to Oblivion,0,0,Eden's Verse: Refulgence (Shiva) phase 1,0
753,Ultima (The Primals),0,0,The Cinder Drift (Extreme) mount / Ruby Gwiber,0
754,Twice Stricken,0,0,Eden's Verse: Fulmination (Savage) (Ramuh) mount / Ramuh,0
755,Rise of The White Raven (Orchestral Version),0,0,The Cinder Drift (2nd Phase) / The Unending Coil of Bahamut Phase 2 (Nael Deus Darnus),This version has far more prominent vocals
756,Horizons Calling,0,0,Ocean Fishing,0
757,Holy Consult,0,0,Ocean Fishing,0
758,When a Tree Falls,0,0,Ocean Fishing,0
759,A Sundering of Light,0,0,Eden's Verse: Refulgence (Shiva) add phase,0
760,Eternal Wind - Shadowbringers,0,0,0,0
761,Shadowbringers,0,0,"Shadowbringers cutscenes (Hope's Confluence, cutscene 5)",Short portion of Shadowbringers
762,Tomorrow and Tomorrow,0,0,Shadowbringers cutscenes,Full song
763,Dawn of a New Era,0,0,Shadowbringers cutscenes,0
764,Forever at Your Side,0,0,Shadowbringers cutscenes,0
765,The Isle of Endless Summer,0,0,Eastern La Noscea Moonfire Faire,0
766,Watts's Anvil,0,0,Lakeland (Friendly Dwarf area),0
767,And Love You Shall Find,0,0,Terncliff,0
768,To The Edge,0,0,"The Seat of Sacrifice phase 1, The Seat of Sacrifice (Extreme) (Warrior of Light)",0
769,Echoes in the Dark,0,0,The Seat of Sacrifice (Warrior of Light),Active time maneuver mid-normal mode
770,0,0,0,0,0
771,To The Edge,0,0,The Seat of Sacrifice (Warrior of Light),0
772,Wind on the Plains,0,Blood on the Wind,The Bozjan Southern Front,0
773,Discord: Imperial (Zodiac Age Version),0,0,The Bozjan Southern Front (certain critical engagements),0
774,Into the Fortress (Zodiac Age Version),0,0,"The Bozjan Southern Front (Castrum Lacus Litore between 1st boss and 2nd boss, Hostage phase)",0
775,Battle with an Esper (Zodiac Age Version),0,0,The Bozjan Southern Front (Castrum Lacus Litore boss theme),0
776,Life and Death (Zodiac Age Version),0,0,The Bozjan Southern Front (Castrum Lacus Litore final boss (Dawon & Lyon)),0
777,Where All Roads Lead,0,0,The Heroes Gauntlet,0
778,To The Edge,0,0,The Seat of Sacrifice (Extreme) mount / Gwiber of Light,0
779,Discord: Imperial (Zodiac Age Version),0,0,The Bozjan Southern Front lockbox mount / Gabriel α,0
780,Broken Heart,0,0,YoRHa: Dark Apocalypse cutscenes,From FFXIV x NieR crossover
781,City Ruins (Rays of Light) (Instrumental),0,0,YoRHa: Dark Apocalypse cutscenes,From FFXIV x NieR crossover
782,Amusement Park,0,0,"Temporarily plays in Komra during the YoRHa: Dark Apocalypse questline, after unlocking The Puppet's Bunker",From FFXIV x NieR crossover
783,Fortress of Lies,0,0,The Puppet's Bunker,From FFXIV x NieR crossover
784,Grandma (Destruction),0,0,"The Puppet's Bunker boss 1 (813P-operated Aegis Unit), The Puppet's Bunker final boss (The Compound) phase 1",From FFXIV x NieR crossover
785,End of the Unknown,0,0,The Puppet's Bunker boss 3 (905P-operated Heavy Artillery Unit),From FFXIV x NieR crossover
786,Torn From the Heavens/The Dark Colossus Destroys All (Medley),0,0,The Puppet's Bunker final boss (Compound 2P) phase 2,From FFXIV x NieR crossover
787,Unrest (Zodiac Age Version),0,0,The Bozjan Southern Front,0
788,Hearthward,0,0,The Firmament mount / Pteradon,0
789,Heavensward,0,0,City of Giants (Solo Instance),0
790,Nightbloom,0,0,City of Giants (Solo Instance),0
791,New Foundations,0,New Foundations (Groundbreaking),The Firmament,0
792,The Black Wolf Stalks Again,0,0,Castrum Marinum (Emerald Weapon) phase 2,0
793,Gogo's Theme,0,0,The Masked Carnivale (31 act 1),0
794,The Sochen Cave Palace (Zodiac Age Version),0,0,Delubrum Reginae,0
795,Giving Chase (Zodiac Age Edition),0,0,Delubrum Reginae combat theme,0
796,The Queen Awakens,0,0,Delubrum Reginae final boss (The Queen),0
797,Shuffle or Boogie,0,0,Triple Triad tournaments,0
798,Freshly Glazed Porxie,0,0,Matoya's Relict,0
799,Don't Be Afraid,0,0,"Eden's Promise: Umbra (Cloud of Darkness), Eden's Promise: Litany (Shadowkeeper)",0
800,The Legendary Beast,0,0,Eden's Promise: Anamorphosis (Fatebreaker),0
801,Promises to Keep,0,0,Eden's Promise: Eternity (Eden's Promise),0
802,The Extreme,0,0,Eden's Promise: Eternity (Savage) (Oracle of Darkness),0
803,The Black Wolf Stalks Again,0,0,Castrum Marinum (Extreme) (Emerald Weapon) / Emerald Gwiber,0
804,Promises to Keep,0,0,Eden's Promise: Eternity (Savage) mount / Eden,0
805,Lunar Whale (Shadowbringers),0,0,Fanfest 2021 mount / Lunar Whale,XIV version of Magical Ship from FFIV
806,Treasured Memory,0,0,Eden's Promise: Eternity phase 2,0
807,In the Arms of War,0,0,"The Cloud Deck, The Cloud Deck (Extreme) (Diamond Weapon)",0
808,Wrath of the Harrier,0,0,Dalriada final boss (The Diablo Armament),0
809,Skyrise,0,0,Ishgard Fetes,0
810,Seven Flames,0,0,Paglth'an,0
811,In the Arms of War,0,0,The Cloud Deck (Extreme) (Diamond Weapon) mount / Diamond Gwiber,0
812,Exponential Entropy,0,0,Cruise Chaser mount,0
813,Four-fold Knowing,0,0,All Gwiber mount / Landerwaffe,0
814,Shuffle or Boogie,0,0,Triple Triad card 1-312 collection mount / Magicked Card,0
