ID,Title,Alt Title,Special Mode Title,Locations,Comments
412,メビウス　〜機工城アレキサンダー：天動編〜,,,Alexander - The Soul of the Creator (Alexander Prime) phase 1,0
413,ライズ　〜機工城アレキサンダー：天動編〜,,,Alexander - The Soul of the Creator (Alexander Prime) phase 2,"""Stasis Loop"" on another channel, used during time-stop mechanic"
414,刻の外側　〜機工城アレキサンダー：天動編〜,,,Alexander - The Soul of the Creator (Alexander Prime) timegate theme,"Muffled, slow Exponential Entropy"
415,女神　〜女神ソフィア討滅戦〜,,,Containment Bay P1T6 (Extreme) (Sophia) mount / Sophic Lanner,0
416,メビウス　〜機工城アレキサンダー：天動編〜,,,Alexander - The Soul of the Creator (Savage) mount / Arrhidaeus,0
417,鬼神　〜鬼神ズルワーン討滅戦〜,,,Containment Bay Z1T9 (Zurvan) phase 3,0
418,,,,0,Likely test or filler audio
419,ペンウルティマニア　〜鬼神ズルワーン討滅戦〜,,,Containment Bay Z1T9 / Zurvan Phase 2,0
420,アナザーブリック　〜巨大防壁 バエサルの長城〜,,,Baelsar's Wall,0
421,砂塵,,,Sohm Al (Hard),0
422,約束の地　〜影の国ダン・スカー〜,,,Dun Scaith / Deathgaze Hollow,0
423,影法師　〜影の国ダン・スカー〜,,,Dun Scaith,0
424,鬼神　〜鬼神ズルワーン討滅戦〜,,,Containment Bay Z1T9 (Extreme) (Zurvan) mount / Demonic Lanner,0
425,プレリュード　〜冒険の序章〜,,,Firebird mount,3 that plays on Firebird
426,Answers：Reprise,,,Ul'dah (The Rising),0
427,無,,,0,Empty sound
428,紅蓮のプレリュード,,,Stormblood title screen,0
429,Revolutions / 父の誇り　〜ヤンサ：昼〜 / 我らが支配圏,,,Stormblood credits,Revolutions excerpt into A Father's Pride into The Measure of Our Reach
430,調和,,,Stormblood sanctuaries,0
431,巨峰の眼下にて,,,Stormblood sanctuaries,0
432,揺り籠,,,Stormblood sanctuaries,0
433,衝撃　〜ラールガーズリーチ：昼〜,,,Rhalgr's Reach,0
434,余光　〜ラールガーズリーチ：夜〜,,,Rhalgr's Reach,0
435,辺境の乱戦,,,Gyr Abania combat,"All ""Looping in the Deepest Fringes"" are the same track"
436,紅の夜明け　〜クガネ：昼〜,,,Kugane (day),0
437,紅の夜更け　〜クガネ：夜〜,,,Kugane (night),0
438,辺境の乱戦,,,Othard combat,"All ""Looping in the Deepest Fringes"" are the same track"
439,壁の向こう側　〜ギラバニア辺境地帯：昼〜,,,The Fringes (day),0
440,忘れられた希望　〜ギラバニア辺境地帯：夜〜,,,The Fringes (night),0
441,辺境の乱戦,,,The Fringes combat,"All ""Looping in the Deepest Fringes"" are the same track"
442,高みより　〜ギラバニア山岳地帯：昼〜,,,The Peaks (day),0
443,石の記憶　〜ギラバニア山岳地帯：夜〜,,,The Peaks (night),0
444,辺境の乱戦,,,The Peaks combat,"All ""Looping in the Deepest Fringes"" are the same track"
445,塩と苦難の歌　〜ギラバニア湖畔地帯：昼〜,,,The Lochs (day),0
446,古傷　〜ギラバニア湖畔地帯：夜〜,,,The Lochs (night),0
447,辺境の乱戦,,,The Lochs combat,"All ""Looping in the Deepest Fringes"" are the same track"
448,焔の海　〜紅玉海：昼〜,,,The Ruby Sea (day),0
449,宵の海　〜紅玉海：夜〜,,,The Ruby Sea (night),0
450,辺境の乱戦,,,Othard combat,"All ""Looping in the Deepest Fringes"" are the same track"
451,父の誇り　〜ヤンサ：昼〜,,,Yanxia (day),0
452,母の誇り　〜ヤンサ：夜〜,,,Yanxia (night),0
453,辺境の乱戦,,,Yanxia combat,"All ""Looping in the Deepest Fringes"" are the same track"
454,地平線に沈め　〜アジムステップ：昼〜,,,The Azim Steppe (day),0
455,地平線より昇れ　〜アジムステップ：夜〜,,,The Azim Steppe (night),0
456,辺境の乱戦,,,The Azim Steppe combat,"All ""Looping in the Deepest Fringes"" are the same track"
457,Revolutions,,,Stormblood cutscenes,No vocals intro excerpt
458,Revolutions,,,Stormblood cutscenes,No vocals directly post-intro excerpt
459,血嵐の勇士,,,Stormblood cutscenes,0
460,我らが支配圏,,,Stormblood cutscenes,0
461,壊神の拳が届く場所,,,Stormblood cutscenes,No vocals
462,,,,0,Likely test or filler audio
463,Revolutions,,,Stormblood cutscenes,No vocals late-song excerpt
464,カイエンのテーマ　〜紅蓮〜,,,"Stormblood cutscenes, The Doman Enclave",Arrangement of Cyan's Theme from Final Fantasy VI
465,東方の地,,,Stormblood cutscenes,0
466,啓示,,,The Pool of Tribute (Susano) phase 1,0
467,美の謀略　〜蛮神ラクシュミ討滅戦〜,,,Emanation (Lakshmi),0
468,龍の首,銀鱗と鋼鉄,,The Royal Menagerie (Shinryu) phase 1,0
469,龍の尾　〜神龍討滅戦〜,,,The Royal Menagerie (Shinryu) phase 2,0
470,鬨の声,,,Stormblood boss theme,0
471,夜明けに向かって　〜漂流海域 セイレーン海〜,,,The Sirensong Sea,0
472,開けられた玉手箱　〜海底宮殿 紫水宮〜,,,The Shisui of the Violet Tides,0
473,英雄ならざる者　〜伝統試練 バルダム覇道〜,,,Bardam's Mettle,0
474,月亮門　〜解放決戦 ドマ城〜,,,Doma Castle,0
475,アリエヌス　〜巨砲要塞 カストルム・アバニア〜,,,Castrum Abania,0
476,自由か死か　〜紅蓮決戦　アラミゴ〜,,,Ala Mhigo,0
477,燃えよクァール　〜壊神修行 星導山寺院〜,,,The Temple of the Fist,0
478,策謀　〜悪党成敗 クガネ城〜,,,Kugane Castle,0
479,デルタスケープ　〜次元の狭間オメガ：デルタ編〜,,,The Interdimensional Rift,0
480,バトル2　〜次元の狭間オメガ：デルタ編〜,,,Deltascape boss theme,0
481,決戦　〜次元の狭間オメガ：デルタ編〜,,,Deltascape v4.0 (Exdeath),Remix of The Decisive Battle from FFV
482,最後の闘い　〜次元の狭間オメガ：デルタ編〜,,,Deltascape v4.0 (Savage) (Neo-Exdeath),Remix of The Last Battle from FFV
483,祈りの翼,,,Falcon porters,0
484,祈りの翼,,,"Stormblood cutscenes, Doman Enclave quests",0
485,Revolutions,,,Stormblood cutscenes,Instrumental mid-song excerpt
486,紅蓮のプレリュード,,,Stormblood title screen,Quick start ver - starts 19 secs in
487,紅蓮のプレリュード / 壊神の拳が届く場所,,,Stormblood cutscenes,"Slightly different 428 with more Prelude strings, transitions to ""The Measure of His Reach"""
488,戦場の甲羅,,,The Ruby Sea (Hostile Kojin area),0
489,別れ,,,Stormblood cutscenes,0
490,メテオ,,,Stormblood cutscenes (Zenos),0
491,祭りである　〜蛮神スサノオ討滅戦〜,,,The Pool of Tribute (Susano) phase 2,0
492,終始　〜蛮神スサノオ討滅戦〜,,,The Pool of Tribute (Susano) phase 3,0
493,祭りである　〜蛮神スサノオ討滅戦〜,,,The Pool of Tribue (Extreme) (Susano) mount / Reveling Kamuy,0
494,美の謀略　〜蛮神ラクシュミ討滅戦〜,,,Emanation (Extreme) (Lakshmi) mount / Blissful Kamuy,0
495,平和への道のり,,,Rhalgr's Reach,Plays while Rhalgr's is destroyed
496,うぃざーどりー,,,Cheap Dungeon,Order Yet Undeciphered (294) Chiptune
497,戦闘終了,,,Choco Racing Victory,0
498,硬き者たち,,,Ruby Sea (Friendly Kojin area),0
499,贖いの果て　〜絶バハムート討滅戦〜,,,Unending Coil of Bahamut (Ultimate) phase 4,Golden Bahamut theme
500,"ライバルウィングズ　〜アストラガロス機工戦〜,",,鳥たちの饗宴 ～ライバルウィングズ～,Rival Wings,0
501,ローカス　〜機工城アレキサンダー：起動編〜,,,Rival Wings,Piloting Manipulator
502,指数崩壊　〜機工城アレキサンダー：天動編〜,,,Rival Wings,Piloting Cruise Chaser
503,メタル：ブルートジャスティスモード　〜機工城アレキサンダー：律動編〜,,,Rival Wings,Piloting Brute Justice
504,故郷より離れて　〜水没遺構 スカラ〜,,,The Drowned City Of Skalla,0
505,龍の尾　〜神龍討滅戦〜,,,The Minstrel's Ballad: Shinryu's Domain mount / Legendary Kamuy,0
506,Trisection,,,Royal City of Rabanastre,0
507,橋上の戦い,,,Royal City of Rabanastre bosses,0
508,Ultima's Transformation,,,Royal City of Rabanastre final boss (Argath Thadulfus),0
509,戦闘終了,,,Royal City of Rabanastre post-final boss,0
510,データ画面,,,Return to Ivalice cutscenes,0
511,プレイヤーメイク,,,Return to Ivalice cutscenes,0
512,主人公のテーマ,,,Return to Ivalice cutscenes,0
513,決戦　〜次元の狭間オメガ：シグマ編〜,,,Royal City of Rabanastre,From FF Tactics
514,Background Story,,,Return to Ivalice cutscenes,0
515,敵兵襲撃,,,Return to Ivalice cutscenes,0
516,星芒の扉,,,Seasonal event BGM areas,Starlight 2017
517,転生の炎　〜絶バハムート討滅戦〜,,,0,The Coil Tightens (239) shortened
518,我ら国境警備隊,,,The Fringes (Friendly Ananta area),0
519,Iroha,,,Reisen Temple,0
520,セイレーンの呼び声,,,Seasonal event BGM areas,Little Ladies' Day
521,天つ雷　〜白虎前哨戦〜,,,The Jade Stoa (Byakko) / Hell's Kier (Suzaku) / The Wreath of Snakes (Seiryu) phase 1,0
522,轟　〜白虎征魂戦〜,,,The Jade Stoa (Byakko) phase 2,0
523,天つ風　〜白虎征魂戦〜,,,The Jade Stoa (Byakko) phase 3,0
524,乱風の囁き　〜禁断の地 エウレカ：アネモス編〜,,呪われたサレコウベ,"Eureka Anemos, Eureka Pagos, Eureka Pyros",0
525,ノー・クォーター,,,Eureka Notorious Monster theme,0
526,鬼の棲む島　〜紅玉火山 獄之蓋〜,,,Hells' Lid,0
527,アンブレーカブル (Duality)　〜博物戦艦 フラクタル・コンティニアム〜,,,The Fractal Continuum (Hard),0
528,魔列車　〜次元の狭間オメガ：シグマ編〜,,,Sigmascape v1.0 (Phantom Train) opening cutscene,0
529,決戦,,,"Sigmascape v1.0 (Phantom Train), Sigmascape v2.0 (Demon Chadarnook), Sigmascape v3.0 (Guardian)",0
530,妖星乱舞 第1楽章　〜次元の狭間オメガ：シグマ編〜,,,Sigmascape v4.0 (Kefka) phase 1,0
531,妖星乱舞 第2楽章　〜次元の狭間オメガ：シグマ編〜,,,Sigmascape v4.0 (Kefka) phase 2,0
532,妖星乱舞 第3楽章　〜次元の狭間オメガ：シグマ編〜,,,Sigmascape v4.0 (Kefka) phase 3,0
533,妖星乱舞 第4楽章　〜次元の狭間オメガ：シグマ編〜,,,Sigmascape v4.0 (Savage) (God Kefka),0
534,最後の闘い　〜次元の狭間オメガ：デルタ編〜,,,Deltascape v4.0 (Savage) (Neo-Exdeath) mount / Alte Roite,0
535,妖星乱舞 第4楽章　〜次元の狭間オメガ：シグマ編〜,,,Sigmascape v4.0 (Savage) (God Kefka) mount / Air Force,0
536,天つ風　〜白虎征魂戦〜,,,The Jade Stoa (Extreme) (Byakko) mount / Auspicious Kamuy,0
537,星の囁き,,,Eureka,Same file as 56
538,Pa-Paya Demastered,,,Egg Hunter Riggy minigame,Easter 2018
539,自由なる風に吹かれて,,,Seasonal event BGM areas,Needs name. Allegedly Valentione's related
540,天晴大鯰音頭,,,The Azim Steppe (Namazu),0
541,月下美人　〜蛮神ツクヨミ前哨戦〜,,,"Castrum Fluminis (Tsukuyomi) phase 1, The Minstrel's Ballad: Tsukuyomi's Pain (Tsukuyomi) phase 1",0
542,狂える月夜　〜蛮神ツクヨミ討滅戦〜,,,"Castrum Fluminis (Tsukuyomi) phase 2, The Minstrel's Ballad: Tsukuyomi's Pain (Tsukuyomi) phase 2",0
543,月下彼岸花　〜蛮神ツクヨミ討滅戦〜,,,"Castrum Fluminis (Tsukuyomi) phase 3, The Minstrel's Ballad: Tsukuyomi's Pain (Tsukuyomi) phase 3",0
544,堕天せし者(From Astral to Umbral)　〜蛮神ガルーダ討滅戦〜,,,The Weapon's Refrain (Ultimate) phase 1 (Garuda),0
545,原初の審判(From Astral to Umbral)　〜蛮神イフリート討滅戦〜,,,The Weapon's Refrain (Ultimate) phase 2 (Ifrit),0
546,過重圧殺(From Astral to Umbral)　〜蛮神タイタン討滅戦〜,,,"The Weapon's Refrain (Ultimate) phase 3 (Titan), Eden's Gate: Sepulture (Savage) phase 3 (Titan)",0
547,究極幻想 (Orchestral Version),,,The Weapon's Refrain (Ultimate) phase 5,0
548,森を牛耳る蛮顎の竜,,,The Great Hunt (Rathalos) Phase 1,0
549,英雄の証　〜Monster Hunter : World version,,,The Great Hunt (Rathalos) Phase 2,0
550,クエストクリア　〜英雄の証ver.,,,The Great Hunt (Rathalos) post-fight,0
551,地風水　〜風水霊殿 ガンエン廟〜,,,The Swallow's Compass,0
552,月下彼岸花　〜蛮神ツクヨミ討滅戦〜,,,The Minstrel's Ballad: Tsukuyomi's Pain mount / Lunar Kamuy mount,0
553,ワールドマップ,,,Needs location,Directly from FFT
554,A Chapel,,,Needs location,Directly from FFT
555,頂上へ,,,The Ridorana Lighthouse pre 2nd-boss (Belias),Directly from FFXII
556,ギルヴェガンの謎,,,The Ridorana Lighthouse post 2nd-boss (Belias),Directly from FFXII
557,ボス戦,,,"The Ridorana Lighthouse boss 1 (Famfrit), The Ridorana Lighthouse boss 2 (Belias)",Directly from FFXII
558,Apoplexy,,,The Ridorana Lighthouse boss 3 (Construct 7),Directly from FFT
559,剣の一閃,,,Ridorana Lighthouse final boss (Yiazmat),Directly from FFXII
560,戦闘終了,,,Ridorana Lighthouse final boss (Yiazmat) post-battle,Directly from FFXII
561,新大陸への礎　〜調査拠点アステラ：昼,,,Monster Hunter: World crossover cutscenes,"Day theme, 1st half of MHW OST track"
562,新大陸への礎　〜調査拠点アステラ：夜,,,Monster Hunter: World crossover cutscenes,"Night theme, 2nd half of MHW OST track"
563,Crown of the Ancient Tree,,,Monster Hunter: World crossover Rathalos intro cutscene,0
564,英雄の証　〜Monster Hunter : World version,,,The Great Hunt (Extreme) (Rathalos) Mount,0
565,策謀　〜悪党成敗 クガネ城〜,,,HoH mount / Juedi,0
566,紅の夜明け　〜クガネ：昼〜,,,Shirogane (day),0
567,紅の夜更け　〜クガネ：夜〜,,,Shirogane (night),0
568,辺境の乱戦,,,Shirogane combat,"All ""Looping in the Deepest Fringes"" are the same track"
569,,,,The Weapon's Refrain (Ultimate) phase 4,0
570,わっしょいわっしょい,,,Mikoshi mount,0
571,作戦会議2　〜 緊迫,,,Monster Hunter: World crossover cutscenes,0
572,QUEST FAILED,,,The Great Hunt (Rathalos) duty failed,0
573,何処でもない何処か,,,Stormblood cutscenes (Alphascape),0
574,翼に夢を,,,Stormblood cutscenes (Alphascape),0
575,翼に夢を (2nd movement),,,Stormblood cutscenes (Alphascape),0
576,エンディング,,,Stormblood cutscenes (Alphascape),0
577,クルザスの静寂,,,Cutscenes,1.0 Coerthas
578,焦燥の旅路,,,Stormblood cutscenes (Omega),1.0 track
579,疑惑の廻廊,,,Cutscenes,0
580,星芒の歌,,絶望の歌,Theatrhythm minigame,0
581,千年の誰そ彼　〜朱雀征魂戦〜,,,Hells' Kier (Suzaku) phase 2,DDR
582,千年の暁　〜朱雀征魂戦〜,,,Hells' Kier (Suzaku) phase 3,0
583,死の大地　〜永久焦土 ザ・バーン〜,,,The Burn,0
584,泥中の蓮　〜草木汚染 聖モシャーヌ植物園〜,,,Saint Mocianne's Arboretum (Hard),0
585,戦闘シーン　〜次元の狭間オメガ：アルファ編〜,,,Alphascape v1.0 (Chaos),FF1 battle theme remix
586,エスケープ　〜次元の狭間オメガ：アルファ編〜,,,Alphascape v3.0 (Omega),0
587,心を持たぬ者　〜次元の狭間オメガ：アルファ編〜,,,Alphascape v4.0 (Omega M/F),0
588,千年の暁　〜朱雀征魂戦〜,,,Suzaku mount,0
589,空より現れし者　〜次元の狭間オメガ：アルファ編〜,,,Alphascape v4.0 (Savage) (Final Omega) mount / Omega,0
590,不穏の淵,,,Solus zos Galvus theme,0
591,空より現れし者　〜次元の狭間オメガ：アルファ編〜,,,Alphascape v4.0 (Savage) (Final Omega) phase 2,0
592,The Chase/Crazy Motorcycle,,,SDS Fenrir mount,Directly from FF7
593,危険なる妙技,,,"The Shifting of Altars of Uznair, Feast (Culling time)",0
594,,,,0,0
595,,,,0,0
596,,,,0,0
597,,,,0,0
598,,,,0,0
599,,,,0,0
600,,,,0,0
601,,,,0,0
602,,,,0,0
603,,,,0,0
604,Broken Down,,,Final Fantasy XV crossover cutscenes & events,0
605,Hammerhead,,,Final Fantasy XV crossover cutscenes & events,"Guitar comes in at the end, not the beginning like in FFXV OST"
606,月華の円舞曲 - Valse di Fantastica -,,,Final Fantasy XV crossover cutscenes & events,0
607,Relax and Reflect,,,Final Fantasy XV crossover cutscenes & events,0
608,Daemons,,,Final Fantasy XV crossover cutscenes & events,0
609,Prayer de LUNA,,,Final Fantasy XV crossover cutscenes & events,Slightly different from the OST
610,Safe Haven,,,Final Fantasy XV crossover cutscenes & events,0
611,闇に染む饗宴 - Veiled in Black -,,,Final Fantasy XV crossover cutscenes & events,0
612,Horrors of the Night,,,Final Fantasy XV crossover cutscenes & events,0
613,漆黒の黙示録 - APOCALYPSIS NOCTIS -,,,Final Fantasy XV crossover cutscenes & events,0
614,A Quick Pit Stop,,,FFXV crossover mount / Regalia Type-G,0
615,聖アジョラのテーマ,,,The Orbonne Monastery cutscene before final boss (Ultima),Directly from FFT
616,毛皮骨肉商,,,Return to Ivalice quest cutscenes,Directly from FFT
617,Epilogue,,,Return to Ivalice quest cutscenes,Directly from FFT
618,Staff Credits,,,Return to Ivalice quest cutscenes,Directly from FFT
619,ブレイブストーリー,,,Return to Ivalice quest cutscenes,Directly from FFT
620,アルマのテーマ,,,Return to Ivalice quest cutscenes,Directly from FFT
621,謀略,,,Return to Ivalice quest cutscenes,Directly from FFT
622,Under the Stars,,,The Orbonne Monastery pre 2nd-boss (Agrias),Directly from FFT
623,Bloody Excrement,,,The Orbonne Monastery post 2nd-boss (Agrias),Directly from FFT
624,緊迫1,,,The Orbonne Monastery boss 1 (Mustadio),Directly from FFT
625,Antipyretic,,,The Orbonne Monastery boss 2 (Agrias),Directly from FFT
626,異形の者,,,The Orbonne Monastery boss 3 (The Thunder God),"""Grotesque Creature"" from Final Fantasy Vagrant Story"
627,降臨,,,The Orbonne Monastery final boss (Ultima) phase 2,Directly from FFT
628,Ultima's Perfection,,,The Orbonne Monastery final boss (Ultima) phase 3,Directly from FFT
629,ラスト戦闘終了 / 礼拝堂,,,The Orbonne Monastery final boss (Ultima) victory theme,"Opens with Final Struggle, transitions to Hall of Worship"
630,天楔,,,The Masked Carnivale,1.0 track
631,インペリウム,,,The Masked Carnivale,0
632,The Garden of Ru'Hmet,,,Baldesion Arsenal,Directly from FFXI
633,Onslaught,,,Baldesion Arsenal boss theme,Directly from FFXI
634,Turmoil,,,Baldesion Arsenal final boss (Proto Ozma) theme,Directly from FFXI
635,雲蒸龍変　〜青龍征魂戦〜,,,Seiryu mount,0
636,紅蓮のプレリュード,,,Kyubi mount,"No title logo slice, no flag cheering"
637,地平線の彼方,,,Nezha Chariot / Red Hare / Magicked Carpet / Sunspun Cumulus mounts,0
638,メリー・ワンダラー・ワルツ,,,Mystic Panda / Aquamarine+Citrine+Rubellite Carbuncle / Indigo Whale / Fatter Cat / Spriggan Stonecarrier / Kingly Peacock mounts,0
639,黒煙の戦い　〜境界戦線 ギムリトダーク〜,,,The Ghimlyt Dark,0
640,雲蒸龍変　〜青龍征魂戦〜,,,The Wreath of Snakes (Seiryu) phase 2,0
641,東方遊戯,,,Doman Mahjong,0
642,出撃！エアフォースパイロットVictory,,,Air Force One,0
643,出撃！エアフォースパイロットFail,,,Air Force One,0
644,戦闘シーン1.X,,,Air Force One,0
645,Revolutions / 我らが支配圏,,,Stormblood end credits 2,0
646,Tomorrow and Tomorrow,,,Shadowbringers title cutscene,0
647,反復する明日,,,Shadowbringers cutscenes,0
648,より良き明日,,,Shadowbringers cutscenes,0
649,雨の中の涙,,,Shadowbringers cutscenes,0
650,危険な言葉,,,Shadowbringers cutscenes / Overworld theme,Can be overworld theme based on quest progression
651,大逆,,,Shadowbringers cutscenes / Overworld theme / Quest battles,Can be overworld theme based on quest progression
652,驚嘆の真実,,,Shadowbringers cutscenes,0
653,天上の窮地,,,Shadowbringers cutscenes,0
654,Tomorrow and Tomorrow,,,Shadowbringers cutscenes,Reverb piano version
655,Tomorrow and Tomorrow,,,Shadowbringers cutscenes,Reverb vocals + piano version
656,Vamo' alla Flamenco　〜漆黒〜,,,Shadowbringers cutscenes (Dancer cutscenes),0
657,???,,,"Level 80 Bard quest, ""A Harmony from the Heavens""",Needs name
658,ノアのリュート　〜漆黒〜,,,0,0
659,世界を照らす闇　〜クリスタリウム：昼〜,,,Crystarium (day),0
660,知恵は眠らず　〜クリスタリウム：夜〜,,,Crystarium (night),0
661,耽溺　〜ユールモア：昼〜,,,Eulmore (day),0
662,仮面舞踏会　〜ユールモア：夜〜,,,Eulmore (night),0
663,始まりの湖　〜レイクランド：昼〜,,,Lakeland (day),0
664,不変と変化　〜レイクランド：夜〜,,,Lakeland (night),0
665,分かたれし世界　〜コルシア島：昼〜,,,Kholusia (day),0
666,クイックウェイ　〜コルシア島：夜〜,,,Kholusia (night),0
667,琥珀の砂漠　〜アム・アレーン：昼〜,,,Amh Araeng (day),0
668,鮮血の砂漠　〜アム・アレーン：夜〜,,,Amh Araeng (night),0
669,残忍と自由　〜イル・メグ：昼〜,,,Il Mheg (day),0
670,妖精の輪　〜イル・メグ：夜〜,,,Il Mheg (night),0
671,シヴィライゼーションズ　〜ラケティカ大森林：昼〜,,,Rak'tika Greatwood (day),0
672,望みなき競争　〜ラケティカ大森林：夜〜,,,Rak'tika Greatwood (night),0
673,五尋の深み　〜テンペスト：浅部〜,,,The Tempest,0
674,冥き水底　〜テンペスト：深部〜,,,The Tempest (Amaurot),0
675,生きる理由,,,Shadowbringers sanctuaries,0
676,言い尽くせぬ悲哀,,,Shadowbringers sanctuaries,0
677,対峙,,,Lakeland combat,"All ""Rencounter"" are the same track"
678,対峙,,,Kholusia combat,"All ""Rencounter"" are the same track"
679,対峙,,,Amh Araeng combat,"All ""Rencounter"" are the same track"
680,対峙,,,Il Mheg combat,"All ""Rencounter"" are the same track"
681,対峙,,,Rak'tika Greatwood combat,"All ""Rencounter"" are the same track"
682,,,,The Tempest combat,"Empty track, but it seems XIV needs to have zone combat themes for everything"
683,目覚めの御使い　〜ティターニア討滅戦〜,,,The Dancing Plague (Titania),0
684,インサニティー　〜イノセンス討滅戦〜,,,The Crown of the Immaculate (Innocence),0
685,影をもたらす者,,,The Dying Gasp (Hades) phase 1,0
686,砕けぬ思い,,,The Dying Gasp (Hades) phase 2,0
687,炎と剣によりて　〜殺戮郷村 ホルミンスター〜,,,The Holminister Switch,0
688,"虚構　〜水妖幻園 ドォーヌ・メグ〜,",,,Dohn Mheg,0
689,紐解かれしもの　〜古跡探索 キタンナ神影洞〜,,,Qitana Ravel,0
690,深き底　〜爽涼離宮 マリカの大井戸〜,,,Malikah's Well,0
691,獣の腹　〜偽造天界 グルグ火山〜,,,Mt. Gulg,0
692,死の刻　〜終末幻想 アーモロート〜,,,Amaurot,0
693,影なき影　〜創造機関 アナイダアカデミア〜,,,Akadaemia Anyder,0
694,ロングフォール　〜異界遺構 シルクス・ツイニング〜,,,The Twinning,0
695,貪欲,,,Shadowbringers boss theme,0
696,Blue Fields　〜漆黒〜,,,The Empty (unfinished),0
697,Force Your Way　〜漆黒〜,,,"Eden's Gate: Resurrection (Eden Prime), Descent (Voidwalker), Eden's Verse: Iconoclasm (Idol of Darkness)",0
698,ランドスライド　〜希望の園エデン：覚醒編〜,,,Eden's Gate: Sepulture (Titan),0
699,運命の旅,,,Amaro porter,0
700,目覚めの御使い　〜ティターニア討滅戦〜,,,The Dancing Plague (Extreme) (Titania) mount / Fae Gwiber,(Mount)
701,インサニティー　〜イノセンス討滅戦〜,,,The Crown of the Immaculate (Extreme) (Innocence) mount / Innocent Gwiber,(Mount)
702,ランドスライド　〜希望の園エデン：覚醒編〜,,,Eden's Gate: Sepulture (Savage) (Titan) mount / Skyslipper,(Mount)
703,マンダヴィル・ゴールドソーサー,,,Sabotender Emperador mount,0
704,四重の見聞を経て,,,Shadowbringers title screen,0
705,影をもたらす者 / Tomorrow and Tomorrow / 仮面舞踏会 / 大逆 / 知恵は眠らず / 世界を照らす闇,,,Shadowbringers credits,Transitions directly into each song
706,ローカス (The Primals),,,"The Twinning, The Epic of Alexander (Ultimate) phase 1",0
707,Tomorrow and Tomorrow,,,Shadowbringers cutscenes,Part 1 of full track
708,Tomorrow and Tomorrow,,,Shadowbringers cutscenes,Part 2 of full track
709,Tomorrow and Tomorrow,,,Shadowbringers cutscenes,No vocals
710,破砕　〜クリスタルタワー：シルクスの塔〜,,,0,"2nd channel of 218, Syrcus Tower combat music"
711,享楽の痛み,,,Eulmore,A 2nd Eulmore day theme
712,それなりの暮らし,,,Shadowbringers sanctuaries,0
713,無,,,0,Empty sound
714,闇の口付,,,0,"2nd channel of 17, ARR Hard dungeon combat music"
715,運命の旅,,,Amaro mount,0
716,合わないピース,,,Kholusia,Alt theme (Everlasting light?)
717,輝ける蒼　〜希望の園エデン：覚醒編〜,,,Eden's Gate: Inundation (Leviathan),0
718,スターライト de チョコボ,,スターライト de チョコボ？,Theatrhythm minigame,
719,リェー・メグの門,,,Lyhe Mheg,0
720,名も無き者たちの情熱　〜蒼天街復興〜,,,The Firmament,0
721,セイレーンの呼び声,,,Eulmore (The Beehive),0
722,戦士の守勢　〜PvPフロントライン〜,,戦士の攻勢 ～PvPフロントライン～,Onsal Hakair,0
723,メタル：ブルートジャスティスモード (Journeys)　〜機工城アレキサンダー：律動編〜 (The Primals),,,The Epic of Alexander (Ultimate) phase 2,0
724,無限停止　〜機工城アレキサンダー：天動編〜,,,The Epic of Alexander (Ultimate) phase 2 to 3,A12 timestop
725,ライズ　〜機工城アレキサンダー：天動編〜 (The Primals),,,The Epic of Alexander (Ultimate) phase 3,0
726,メビウス　〜機工城アレキサンダー：天動編〜 (Orchestral Version),,,The Epic of Alexander (Ultimate) phase 4,0
727,花の館　〜魔法宮殿 グラン・コスモス〜,,,The Grand Cosmos,0
728,砕けぬ思い,,,The Minstrel's Ballad: Hades' Elegy mount / Shadow Gwiber,0
729,戦士の攻勢　〜PvPフロントライン〜,,,Construct VII mount,0
730,餓えた狼　〜ザ・フィースト〜,,,"Epimetheus, Menoetius mounts",0
731,インペリウム,,,Morbol mount,0
732,意味／無,,,The Copied Factory solo exploration,FFXIV x NieR crossover
733,遺サレタ場所／遮光,,,The Copied Factory,FFXIV x NieR crossover
734,暧昧ナ希望,,,The Copied Factory - (Quest Area),FFXIV x NieR crossover
735,,,,0,0
736,還ラナイ声／ギター,,,Need location,FFXIV x NieR crossover
737,顕現シタ異物,,,The Copied Factory,FFXIV x NieR crossover
738,イニシエノウタ／贖罪,,,"The Copied Factory boss 1 (Serial-jointed Command Model), The Copied Factory boss 2 (Hobbes), The Tower at Paradigm's Breach boss 2 (Hansel & Gretel)",FFXIV x NieR crossover
739,双極ノ悪夢,,,"The Copied Factory boss 3 (Engels), The Puppet's Bunker boss 2 (767P-operated Superior Flight Unit(s))",FFXIV x NieR crossover
740,Weight of the World／Prelude Version,,,The Copied Factory boss 4 (9S-operated Walking Fortress),FFXIV x NieR crossover
741,崩壊ノ虚妄,,,Shadowbringers cutscenes (FFXIV x NieR crossover),FFXIV x NieR crossover
742,Ami　〜漆黒〜,,,Eden cutscenes / The Empty (finished),FFVIII
743,ホパル古盤,,,Rak'tika Greatwood (Friendly Qitari area),0
744,ガンゴッシュ,,,Gangos,0
745,Pa-Paya Demastered,,,Egg Hunter Riggy minigame,Easter 2020
746,究極幻想 (The Primals),,,Cinder Drift (The Ruby Weapon) phase 1,0
747,蒼き日常　〜蒼天街復興〜,,,The Firmament,0
